id,accident_risk
536432,0.47249383
536433,0.3557046
536434,0.29935354
536435,0.39321724
536436,0.377408
536437,0.28329095
536438,0.42120367
536439,0.3684608
536440,0.54369044
536441,0.4949044
536442,0.48645234
536443,0.38341758
536444,0.48777568
536445,0.27761865
536446,0.25780576
536447,0.25392547
536448,0.5393589
536449,0.14645419
536450,0.17846449
536451,0.17852323
536452,0.27637354
536453,0.23269928
536454,0.18491867
536455,0.31529096
536456,0.17769004
536457,0.37016582
536458,0.44655308
536459,0.35253352
536460,0.44209042
536461,0.63737845
536462,0.03730017
536463,0.4850406
536464,0.33832443
536465,0.47015253
536466,0.5523562
536467,0.28235584
536468,0.35715684
536469,0.13317397
536470,0.29095957
536471,0.11001249
536472,0.34921217
536473,0.36400175
536474,0.67653024
536475,0.4934287
536476,0.3573401
536477,0.3384594
536478,0.35195687
536479,0.35504764
536480,0.24395406
536481,0.32933208
536482,0.11300182
536483,0.14958233
536484,0.12392208
536485,0.31677517
536486,0.495853
536487,0.56150067
536488,0.16228797
536489,0.3481063
536490,0.074691296
536491,0.19989306
536492,0.22351058
536493,0.84071195
536494,0.10618156
536495,0.37773868
536496,0.2126479
536497,0.4858575
536498,0.3428757
536499,0.35621274
536500,0.5467961
536501,0.4086505
536502,0.5069877
536503,0.17676856
536504,0.5245737
536505,0.5021702
536506,0.26045227
536507,0.2218465
536508,0.27761838
536509,0.32220724
536510,0.41068769
536511,0.755708
536512,0.55828685
536513,0.18595584
536514,0.12959863
536515,0.45974708
536516,0.23546155
536517,0.55317485
536518,0.24248256
536519,0.033658177
536520,0.36373144
536521,0.16208339
536522,0.06775096
536523,0.3700104
536524,0.38512275
536525,0.6912194
536526,0.32424283
536527,0.5713936
536528,0.12954986
536529,0.4436561
536530,0.041053414
536531,0.6250068
536532,0.3561814
536533,0.37137565
536534,0.49024165
536535,0.20501505
536536,0.37427503
536537,0.07228708
536538,0.09372008
536539,0.15053639
536540,0.40419608
536541,0.34100786
536542,0.2918885
536543,0.24605696
536544,0.14889288
536545,0.35106972
536546,0.22797361
536547,0.1329982
536548,0.38965198
536549,0.21878085
536550,0.44268012
536551,0.4228573
536552,0.2833655
536553,0.51522225
536554,0.45615453
536555,0.43743628
536556,0.53617436
536557,0.4471533
536558,0.14125763
536559,0.06147185
536560,0.2550525
536561,0.46777555
536562,0.08374378
536563,0.3604244
536564,0.3580054
536565,0.25501287
536566,0.37277028
536567,0.27477854
536568,0.36715794
536569,0.20145509
536570,0.21973832
536571,0.20559321
536572,0.23682807
536573,0.4125527
536574,0.4687484
536575,0.29018077
536576,0.40773734
536577,0.29237443
536578,0.3581683
536579,0.3511814
536580,0.51038915
536581,0.355228
536582,0.28366166
536583,0.30593726
536584,0.12886773
536585,0.3269642
536586,0.7390481
536587,0.4850089
536588,0.16650313
536589,0.19949791
536590,0.35816002
536591,0.28341419
536592,0.4843932
536593,0.35109225
536594,0.31195465
536595,0.44328895
536596,0.34709984
536597,0.5468991
536598,0.31750658
536599,0.24850672
536600,0.31594583
536601,0.32616633
536602,0.7599255
536603,0.3107809
536604,0.5333333
536605,0.31456146
536606,0.2656587
536607,0.17473784
536608,0.12751445
536609,0.22882164
536610,0.42025578
536611,0.3111979
536612,0.4715001
536613,0.15021886
536614,0.2726408
536615,0.23599076
536616,0.28815684
536617,0.6358379
536618,0.32720053
536619,0.24631178
536620,0.27016938
536621,0.13555767
536622,0.43652534
536623,0.28288198
536624,0.46536964
536625,0.3281047
536626,0.2700079
536627,0.3637957
536628,0.28171766
536629,0.3503982
536630,0.37640277
536631,0.27573442
536632,0.115004435
536633,0.25338537
536634,0.19502248
536635,0.37287012
536636,0.34157258
536637,0.33607447
536638,0.2481191
536639,0.23295626
536640,0.3663557
536641,0.46150297
536642,0.30343923
536643,0.2162476
536644,0.5495957
536645,0.4105162
536646,0.1752642
536647,0.1289862
536648,0.34985757
536649,0.5510118
536650,0.2985875
536651,0.41205332
536652,0.3079434
536653,0.53102505
536654,0.25439972
536655,0.31123745
536656,0.5773473
536657,0.12753877
536658,0.43819186
536659,0.5761491
536660,0.30677938
536661,0.54726464
536662,0.41806918
536663,0.44275463
536664,0.24387941
536665,0.26723954
536666,0.05635491
536667,0.39158523
536668,0.32770425
536669,0.48393607
536670,0.37158436
536671,0.35295057
536672,0.1768935
536673,0.4516958
536674,0.21981023
536675,0.283983
536676,0.4659082
536677,0.39239693
536678,0.39710414
536679,0.24829751
536680,0.1067756
536681,0.23987335
536682,0.30148384
536683,0.27824217
536684,0.2145165
536685,0.37123322
536686,0.2914724
536687,0.2033227
536688,0.31069443
536689,0.2700114
536690,0.47085434
536691,0.08116892
536692,0.22050612
536693,0.20860161
536694,0.2345585
536695,0.5727562
536696,0.28094137
536697,0.2306253
536698,0.13503782
536699,0.29905516
536700,0.6843589
536701,0.10529226
536702,0.32242304
536703,0.37056777
536704,0.37033847
536705,0.20519379
536706,0.27215552
536707,0.58947366
536708,0.2053553
536709,0.15968934
536710,0.1593034
536711,0.28847933
536712,0.25896496
536713,0.5434769
536714,0.50360537
536715,0.31499043
536716,0.26865572
536717,0.5757809
536718,0.38815913
536719,0.6069565
536720,0.1310904
536721,0.2557974
536722,0.41697466
536723,0.23658958
536724,0.27483395
536725,0.12637222
536726,0.3662592
536727,0.24248034
536728,0.39103922
536729,0.47156894
536730,0.43465453
536731,0.32769856
536732,0.29777148
536733,0.3908354
536734,0.17286503
536735,0.73120403
536736,0.051754445
536737,0.057350278
536738,0.45684147
536739,0.32147196
536740,0.24672993
536741,0.47207937
536742,0.643684
536743,0.48137248
536744,0.23800933
536745,0.39981347
536746,0.11157447
536747,0.41572642
536748,0.17933336
536749,0.53868204
536750,0.38996693
536751,0.5259354
536752,0.3616095
536753,0.19290519
536754,0.1841584
536755,0.28416967
536756,0.41153044
536757,0.28241152
536758,0.17932892
536759,0.68824846
536760,0.34747547
536761,0.47817427
536762,0.5552685
536763,0.35478994
536764,0.41344625
536765,0.19761029
536766,0.34591585
536767,0.48374885
536768,0.398547
536769,0.35381564
536770,0.2772159
536771,0.66736746
536772,0.19622579
536773,0.4155562
536774,0.28864616
536775,0.23198032
536776,0.27142394
536777,0.12144613
536778,0.15274909
536779,0.24499461
536780,0.31181434
536781,0.54006726
536782,0.31055555
536783,0.27996582
536784,0.67956984
536785,0.6134311
536786,0.60872376
536787,0.23292273
536788,0.3327452
536789,0.46803755
536790,0.746331
536791,0.46745706
536792,0.41231656
536793,0.3391861
536794,0.54955804
536795,0.12966882
536796,0.7252739
536797,0.30626723
536798,0.33135897
536799,0.4830785
536800,0.26561886
536801,0.21188669
536802,0.3257955
536803,0.44423816
536804,0.33219573
536805,0.3032656
536806,0.47738063
536807,0.75402623
536808,0.48279887
536809,0.2681228
536810,0.2070559
536811,0.291742
536812,0.47109076
536813,0.1281977
536814,0.2893446
536815,0.20749508
536816,0.5794418
536817,0.35308954
536818,0.23257777
536819,0.30117205
536820,0.3081243
536821,0.4095797
536822,0.34415704
536823,0.6876129
536824,0.47630063
536825,0.7465604
536826,0.35058877
536827,0.20101444
536828,0.40729696
536829,0.4921931
536830,0.15659958
536831,0.3432963
536832,0.5617327
536833,0.54463416
536834,0.1281799
536835,0.18110974
536836,0.3671362
536837,0.27722377
536838,0.30600244
536839,0.18471357
536840,0.088430285
536841,0.3713789
536842,0.4954583
536843,0.20202017
536844,0.37040028
536845,0.33474058
536846,0.40642533
536847,0.11442572
536848,0.30272135
536849,0.55573666
536850,0.27981398
536851,0.12487857
536852,0.21706301
536853,0.24132217
536854,0.33226177
536855,0.5296971
536856,0.2744069
536857,0.18590346
536858,0.10553178
536859,0.35752457
536860,0.40772736
536861,0.29233938
536862,0.14405417
536863,0.13087115
536864,0.535987
536865,0.17477234
536866,0.037066996
536867,0.4322893
536868,0.36794218
536869,0.2906598
536870,0.31868002
536871,0.580464
536872,0.69673634
536873,0.42410773
536874,0.52312416
536875,0.37682337
536876,0.304583
536877,0.8074194
536878,0.5270411
536879,0.19885363
536880,0.2827387
536881,0.3886238
536882,0.52699363
536883,0.73096895
536884,0.4866686
536885,0.27605164
536886,0.22285698
536887,0.4738202
536888,0.34708288
536889,0.41688588
536890,0.41720355
536891,0.6687426
536892,0.1851953
536893,0.58221066
536894,0.30955234
536895,0.3134867
536896,0.051887423
536897,0.16231693
536898,0.55379474
536899,0.2581015
536900,0.18108986
536901,0.65125704
536902,0.32656294
536903,0.44248238
536904,0.3567655
536905,0.34200293
536906,0.7722376
536907,0.3478092
536908,0.41384315
536909,0.26983237
536910,0.6505892
536911,0.44374564
536912,0.38179144
536913,0.35296166
536914,0.048022777
536915,0.19595551
536916,0.23358908
536917,0.64674014
536918,0.5246168
536919,0.47081375
536920,0.24705723
536921,0.123387694
536922,0.50169164
536923,0.47476664
536924,0.5354553
536925,0.34926075
536926,0.17896926
536927,0.087436736
536928,0.25018325
536929,0.43941128
536930,0.41073233
536931,0.4789964
536932,0.3565243
536933,0.5887073
536934,0.309624
536935,0.42889744
536936,0.38290676
536937,0.23395532
536938,0.07873657
536939,0.48377132
536940,0.3543265
536941,0.46072328
536942,0.24195498
536943,0.081744075
536944,0.31817085
536945,0.16421382
536946,0.32459524
536947,0.31028506
536948,0.4134221
536949,0.27187175
536950,0.35440674
536951,0.2582346
536952,0.5538834
536953,0.06733167
536954,0.34011087
536955,0.32022336
536956,0.6175415
536957,0.16405283
536958,0.11251213
536959,0.12196548
536960,0.05166009
536961,0.10675654
536962,0.429055
536963,0.44891015
536964,0.19406919
536965,0.46619445
536966,0.16476941
536967,0.20928535
536968,0.3098946
536969,0.18279195
536970,0.49666908
536971,0.41783306
536972,0.447813
536973,0.22325248
536974,0.20448409
536975,0.44976518
536976,0.49141753
536977,0.35977784
536978,0.18610589
536979,0.20892476
536980,0.18839191
536981,0.46932545
536982,0.040795207
536983,0.10696472
536984,0.16401313
536985,0.42059597
536986,0.2993531
536987,0.2842261
536988,0.3120774
536989,0.3366359
536990,0.27394158
536991,0.26482946
536992,0.30391914
536993,0.4445875
536994,0.14010811
536995,0.053994685
536996,0.17263763
536997,0.40153134
536998,0.17471857
536999,0.35803488
537000,0.25336495
537001,0.25465867
537002,0.54901403
537003,0.34221017
537004,0.3414738
537005,0.28373998
537006,0.31297192
537007,0.451113
537008,0.49976557
537009,0.41303658
537010,0.22010309
537011,0.3205151
537012,0.36911643
537013,0.19378921
537014,0.18707854
537015,0.12320924
537016,0.31386265
537017,0.22734402
537018,0.3146797
537019,0.25173265
537020,0.04101938
537021,0.32268593
537022,0.42397633
537023,0.18581177
537024,0.44750425
537025,0.28068918
537026,0.45978838
537027,0.29171115
537028,0.44000435
537029,0.23671372
537030,0.25612283
537031,0.094076574
537032,0.36120474
537033,0.31201208
537034,0.49566185
537035,0.188793
537036,0.28043684
537037,0.37746045
537038,0.13330626
537039,0.28205302
537040,0.112835765
537041,0.7849959
537042,0.5574695
537043,0.29804265
537044,0.77619785
537045,0.23392588
537046,0.864764
537047,0.309137
537048,0.2515398
537049,0.6588613
537050,0.21348962
537051,0.38749894
537052,0.37662438
537053,0.63972807
537054,0.26962584
537055,0.20611684
537056,0.32860234
537057,0.24728164
537058,0.40900028
537059,0.30888802
537060,0.27930352
537061,0.1516548
537062,0.5720497
537063,0.21954532
537064,0.22658944
537065,0.44870722
537066,0.58930606
537067,0.23485261
537068,0.46922898
537069,0.3342402
537070,0.24859925
537071,0.36446285
537072,0.09611875
537073,0.23743069
537074,0.15813209
537075,0.4985332
537076,0.47745645
537077,0.17403592
537078,0.24205008
537079,0.4671067
537080,0.2970402
537081,0.3409203
537082,0.26883537
537083,0.34267762
537084,0.32097334
537085,0.298932
537086,0.24863887
537087,0.2560268
537088,0.31568867
537089,0.2949277
537090,0.44126454
537091,0.3426997
537092,0.19014527
537093,0.3102698
537094,0.42476982
537095,0.41805094
537096,0.055799037
537097,0.53858995
537098,0.1667189
537099,0.15815477
537100,0.4075073
537101,0.3331625
537102,0.057074636
537103,0.2102773
537104,0.3934955
537105,0.35700175
537106,0.3560375
537107,0.20060417
537108,0.38290048
537109,0.42205474
537110,0.38494432
537111,0.4972915
537112,0.376619
537113,0.29445246
537114,0.2638175
537115,0.28357488
537116,0.33371323
537117,0.17856127
537118,0.32315996
537119,0.29877555
537120,0.5547004
537121,0.18776031
537122,0.5583573
537123,0.42108572
537124,0.24245884
537125,0.39131832
537126,0.27376223
537127,0.32680947
537128,0.5515578
537129,0.7095027
537130,0.31655106
537131,0.42382318
537132,0.37338933
537133,0.30782175
537134,0.47235072
537135,0.29667372
537136,0.23380098
537137,0.5586359
537138,0.34257787
537139,0.36182618
537140,0.31057036
537141,0.2933016
537142,0.45070142
537143,0.37245768
537144,0.73129326
537145,0.17470163
537146,0.34318998
537147,0.2739554
537148,0.4417576
537149,0.41344407
537150,0.1575274
537151,0.34404275
537152,0.21741426
537153,0.31981942
537154,0.34046718
537155,0.34391022
537156,0.29598218
537157,0.47870436
537158,0.15156914
537159,0.34647995
537160,0.40918815
537161,0.23403691
537162,0.40617
537163,0.2802089
537164,0.46255803
537165,0.17029056
537166,0.29203025
537167,0.31446314
537168,0.20557405
537169,0.305077
537170,0.2514422
537171,0.2934932
537172,0.53742564
537173,0.29417288
537174,0.28881484
537175,0.22281864
537176,0.31042925
537177,0.5612161
537178,0.23179774
537179,0.45844564
537180,0.308857
537181,0.41081417
537182,0.67889476
537183,0.30850834
537184,0.1479836
537185,0.2629025
537186,0.25362438
537187,0.033297688
537188,0.62363553
537189,0.3290109
537190,0.41295052
537191,0.299371
537192,0.43542078
537193,0.44714302
537194,0.16107118
537195,0.13137569
537196,0.34045124
537197,0.58032477
537198,0.17423658
537199,0.32993504
537200,0.462066
537201,0.3362296
537202,0.2796029
537203,0.351496
537204,0.51420736
537205,0.18387803
537206,0.54563063
537207,0.4111644
537208,0.7331414
537209,0.33377388
537210,0.3253424
537211,0.3782606
537212,0.17271581
537213,0.48096117
537214,0.15209673
537215,0.33858398
537216,0.44913593
537217,0.49390942
537218,0.31271526
537219,0.22767898
537220,0.40721187
537221,0.09139332
537222,0.39539424
537223,0.63343644
537224,0.4469805
537225,0.08318177
537226,0.17239365
537227,0.40363848
537228,0.3184615
537229,0.41526878
537230,0.2042691
537231,0.540804
537232,0.12314257
537233,0.4576612
537234,0.61886203
537235,0.4967023
537236,0.09443247
537237,0.66286665
537238,0.64957875
537239,0.122412875
537240,0.36902994
537241,0.052565843
537242,0.6885282
537243,0.06479809
537244,0.19781373
537245,0.20347556
537246,0.30958802
537247,0.42864913
537248,0.16497143
537249,0.14223865
537250,0.1386982
537251,0.29531667
537252,0.29044318
537253,0.13267356
537254,0.25761196
537255,0.30791828
537256,0.58101434
537257,0.5283407
537258,0.62754256
537259,0.12648882
537260,0.29440683
537261,0.8044456
537262,0.33492103
537263,0.49618754
537264,0.8065902
537265,0.43288648
537266,0.08056086
537267,0.36225802
537268,0.22801119
537269,0.49907517
537270,0.17281574
537271,0.6527846
537272,0.4725896
537273,0.5485402
537274,0.10331386
537275,0.33266705
537276,0.077586204
537277,0.58035666
537278,0.35684928
537279,0.4872122
537280,0.44111112
537281,0.2423148
537282,0.33866867
537283,0.28965223
537284,0.23079741
537285,0.31855708
537286,0.07207182
537287,0.22173774
537288,0.37195104
537289,0.56327474
537290,0.123753905
537291,0.30974907
537292,0.37485993
537293,0.17891166
537294,0.31427774
537295,0.3826181
537296,0.39932188
537297,0.54566675
537298,0.36397526
537299,0.36604655
537300,0.12459451
537301,0.44795695
537302,0.21866591
537303,0.1275204
537304,0.3382759
537305,0.36293173
537306,0.8600328
537307,0.5573584
537308,0.41591343
537309,0.16746902
537310,0.109585926
537311,0.34645656
537312,0.4495373
537313,0.44940174
537314,0.31857926
537315,0.3623936
537316,0.26466483
537317,0.17948934
537318,0.49425983
537319,0.17216165
537320,0.37232143
537321,0.35716888
537322,0.41449746
537323,0.09583086
537324,0.4645609
537325,0.47152996
537326,0.7509191
537327,0.6389338
537328,0.30534256
537329,0.25502306
537330,0.7382065
537331,0.6852103
537332,0.282581
537333,0.3444422
537334,0.107885376
537335,0.45886606
537336,0.46575597
537337,0.2183361
537338,0.06407681
537339,0.53213745
537340,0.40399384
537341,0.034827262
537342,0.33018818
537343,0.27172905
537344,0.16626759
537345,0.5022135
537346,0.28889373
537347,0.27466545
537348,0.12677011
537349,0.414874
537350,0.20112906
537351,0.28172275
537352,0.34463552
537353,0.4753984
537354,0.120279506
537355,0.84025526
537356,0.35816878
537357,0.21905783
537358,0.25308466
537359,0.055345982
537360,0.563485
537361,0.618302
537362,0.23689666
537363,0.5880198
537364,0.32553613
537365,0.2584937
537366,0.1936001
537367,0.48284823
537368,0.41725242
537369,0.29826158
537370,0.45172328
537371,0.37698653
537372,0.14078405
537373,0.3728168
537374,0.18835576
537375,0.42060733
537376,0.20620781
537377,0.36360875
537378,0.3400421
537379,0.33731803
537380,0.3699316
537381,0.5060924
537382,0.30952582
537383,0.32751042
537384,0.37555018
537385,0.12997386
537386,0.12800193
537387,0.33617994
537388,0.2709329
537389,0.22424021
537390,0.18163091
537391,0.03530538
537392,0.19987531
537393,0.29604483
537394,0.30583584
537395,0.18071146
537396,0.6327948
537397,0.6008847
537398,0.22068349
537399,0.29514217
537400,0.6480067
537401,0.22315662
537402,0.24116194
537403,0.7275752
537404,0.5677608
537405,0.7678616
537406,0.04484576
537407,0.65783215
537408,0.18784255
537409,0.27264193
537410,0.337398
537411,0.42434436
537412,0.49896717
537413,0.19511612
537414,0.7341554
537415,0.20591022
537416,0.43066
537417,0.32837135
537418,0.47460586
537419,0.1912939
537420,0.3054877
537421,0.4558441
537422,0.22433494
537423,0.20656788
537424,0.40546942
537425,0.29352844
537426,0.27099833
537427,0.56543845
537428,0.055019677
537429,0.5599317
537430,0.13104767
537431,0.28507823
537432,0.17880006
537433,0.28873456
537434,0.3173473
537435,0.43612543
537436,0.27648702
537437,0.2756263
537438,0.29243532
537439,0.36836076
537440,0.12270799
537441,0.29244033
537442,0.23312071
537443,0.5679513
537444,0.22406365
537445,0.31231275
537446,0.20146906
537447,0.6825443
537448,0.43715972
537449,0.24318564
537450,0.4125155
537451,0.32436007
537452,0.44860795
537453,0.36578864
537454,0.47262356
537455,0.5249773
537456,0.5024116
537457,0.31630245
537458,0.47111723
537459,0.38322514
537460,0.15097615
537461,0.5019342
537462,0.333201
537463,0.51742107
537464,0.15315115
537465,0.36151433
537466,0.49095345
537467,0.5771353
537468,0.44414067
537469,0.057950526
537470,0.3545137
537471,0.37122855
537472,0.54444385
537473,0.18909448
537474,0.6815411
537475,0.13858986
537476,0.4167084
537477,0.3925123
537478,0.43662357
537479,0.3595122
537480,0.6278943
537481,0.104542226
537482,0.24551931
537483,0.61113
537484,0.5889641
537485,0.28462893
537486,0.41155174
537487,0.4946707
537488,0.29290786
537489,0.31206256
537490,0.29041332
537491,0.27582952
537492,0.15173046
537493,0.54255176
537494,0.47034657
537495,0.6901293
537496,0.4034114
537497,0.29225084
537498,0.4752909
537499,0.23000151
537500,0.257094
537501,0.3231036
537502,0.42814547
537503,0.4162323
537504,0.3637983
537505,0.3344252
537506,0.06856018
537507,0.0931201
537508,0.237924
537509,0.40648478
537510,0.2546194
537511,0.18781495
537512,0.58597606
537513,0.17123139
537514,0.047693223
537515,0.0909628
537516,0.2595035
537517,0.35980102
537518,0.23923364
537519,0.28028905
537520,0.23236468
537521,0.119898334
537522,0.5062212
537523,0.16481829
537524,0.72980237
537525,0.48305243
537526,0.2681979
537527,0.37302762
537528,0.37163866
537529,0.30754235
537530,0.3269637
537531,0.15418963
537532,0.21974811
537533,0.05172223
537534,0.17406015
537535,0.49805263
537536,0.36884782
537537,0.24429137
537538,0.42321727
537539,0.36546466
537540,0.3726978
537541,0.6413152
537542,0.27323973
537543,0.41944513
537544,0.18861899
537545,0.14780943
537546,0.47096658
537547,0.20509858
537548,0.12747408
537549,0.32100368
537550,0.31851733
537551,0.09935993
537552,0.08555314
537553,0.5500426
537554,0.4243121
537555,0.37511736
537556,0.5190608
537557,0.3114894
537558,0.29490045
537559,0.08138132
537560,0.308857
537561,0.45951474
537562,0.17453277
537563,0.4534694
537564,0.15720908
537565,0.13036864
537566,0.3365788
537567,0.80681807
537568,0.30045494
537569,0.42263576
537570,0.45657986
537571,0.3038193
537572,0.3044891
537573,0.22085823
537574,0.55015826
537575,0.47520295
537576,0.4139853
537577,0.26864734
537578,0.46989393
537579,0.47620803
537580,0.4759907
537581,0.36669785
537582,0.2950528
537583,0.49371383
537584,0.5358335
537585,0.10998531
537586,0.38594943
537587,0.3666785
537588,0.20915288
537589,0.3713506
537590,0.43037087
537591,0.10923819
537592,0.040343016
537593,0.16934212
537594,0.47359374
537595,0.4462508
537596,0.427822
537597,0.6427568
537598,0.28151286
537599,0.27308142
537600,0.32899007
537601,0.3858525
537602,0.4880402
537603,0.47451186
537604,0.4837342
537605,0.1696764
537606,0.50923073
537607,0.43077868
537608,0.56099415
537609,0.43454596
537610,0.38049844
537611,0.34346116
537612,0.4445268
537613,0.54434586
537614,0.3105901
537615,0.109609246
537616,0.1290036
537617,0.11003627
537618,0.37931973
537619,0.4829529
537620,0.28568426
537621,0.09323633
537622,0.13959935
537623,0.28732517
537624,0.4162548
537625,0.22972968
537626,0.03513378
537627,0.77223384
537628,0.32271108
537629,0.5300561
537630,0.3489062
537631,0.4686244
537632,0.23518337
537633,0.54523623
537634,0.35805357
537635,0.47607344
537636,0.22465158
537637,0.6527287
537638,0.47044322
537639,0.32230031
537640,0.332818
537641,0.35106292
537642,0.37502012
537643,0.341685
537644,0.4159073
537645,0.7528251
537646,0.17193766
537647,0.6672319
537648,0.30835137
537649,0.32498577
537650,0.48135805
537651,0.30693132
537652,0.39652312
537653,0.5311353
537654,0.3066887
537655,0.15360127
537656,0.30762136
537657,0.29403725
537658,0.4060377
537659,0.23184776
537660,0.4046387
537661,0.27323818
537662,0.078615874
537663,0.30504394
537664,0.22680424
537665,0.3776518
537666,0.49996734
537667,0.111170575
537668,0.31002003
537669,0.22068144
537670,0.4911859
537671,0.40956926
537672,0.22583222
537673,0.53150517
537674,0.32672486
537675,0.5207298
537676,0.38535383
537677,0.3234905
537678,0.42224815
537679,0.23666218
537680,0.39643058
537681,0.13342729
537682,0.3673824
537683,0.20922448
537684,0.39645162
537685,0.473714
537686,0.5660632
537687,0.5729701
537688,0.21527538
537689,0.22169538
537690,0.37057748
537691,0.5407182
537692,0.514291
537693,0.29673785
537694,0.4749369
537695,0.41201156
537696,0.2732064
537697,0.18223278
537698,0.21548516
537699,0.28384086
537700,0.18771139
537701,0.46260163
537702,0.40662348
537703,0.21132475
537704,0.11521256
537705,0.08835891
537706,0.12882589
537707,0.3087009
537708,0.16036661
537709,0.24246262
537710,0.29939413
537711,0.3758373
537712,0.4531174
537713,0.41558376
537714,0.3055715
537715,0.02876249
537716,0.14251462
537717,0.29545495
537718,0.23886588
537719,0.3368226
537720,0.12854216
537721,0.4159492
537722,0.27822953
537723,0.36122656
537724,0.2975314
537725,0.3584948
537726,0.56929016
537727,0.124519706
537728,0.470272
537729,0.57846874
537730,0.4935109
537731,0.27532458
537732,0.4818998
537733,0.2531169
537734,0.36078462
537735,0.6183207
537736,0.3254025
537737,0.18300311
537738,0.2870512
537739,0.2585091
537740,0.35667506
537741,0.28685388
537742,0.24667144
537743,0.5009285
537744,0.4844645
537745,0.3656836
537746,0.50835544
537747,0.2694967
537748,0.41620553
537749,0.47456422
537750,0.51976335
537751,0.14980529
537752,0.3150501
537753,0.27037102
537754,0.18483017
537755,0.5255853
537756,0.36877587
537757,0.5644421
537758,0.27033037
537759,0.453671
537760,0.39490834
537761,0.7628373
537762,0.12113267
537763,0.28110525
537764,0.7005361
537765,0.33804324
537766,0.33416933
537767,0.47999406
537768,0.29526544
537769,0.3911188
537770,0.27228865
537771,0.41723734
537772,0.3174914
537773,0.29644713
537774,0.34862998
537775,0.49534744
537776,0.39667785
537777,0.63305026
537778,0.3595188
537779,0.47756276
537780,0.23611237
537781,0.41710237
537782,0.49690974
537783,0.26901817
537784,0.30983526
537785,0.31626943
537786,0.16360125
537787,0.62079644
537788,0.30165657
537789,0.40922004
537790,0.10940832
537791,0.15185207
537792,0.30199435
537793,0.35139212
537794,0.22288363
537795,0.35553628
537796,0.3885252
537797,0.123303354
537798,0.388895
537799,0.17524216
537800,0.2911783
537801,0.7745038
537802,0.3445611
537803,0.6621662
537804,0.31468824
537805,0.3718982
537806,0.7094456
537807,0.7421793
537808,0.52673024
537809,0.70526886
537810,0.32927954
537811,0.24536112
537812,0.27226478
537813,0.48224214
537814,0.44133314
537815,0.26406386
537816,0.6322377
537817,0.25153434
537818,0.3107238
537819,0.54962385
537820,0.35058624
537821,0.15190785
537822,0.46191412
537823,0.1287232
537824,0.3221784
537825,0.350404
537826,0.39399192
537827,0.06397191
537828,0.40889058
537829,0.23801738
537830,0.4265089
537831,0.31997463
537832,0.15941894
537833,0.35729808
537834,0.3296503
537835,0.042874247
537836,0.37726468
537837,0.25755996
537838,0.25423968
537839,0.41603184
537840,0.4200862
537841,0.4126565
537842,0.17931765
537843,0.17971928
537844,0.32876703
537845,0.376448
537846,0.22519024
537847,0.35004294
537848,0.22181745
537849,0.25857913
537850,0.53846467
537851,0.5258112
537852,0.5500838
537853,0.35971883
537854,0.2984609
537855,0.2985105
537856,0.23813652
537857,0.17201753
537858,0.31102186
537859,0.4694099
537860,0.3253988
537861,0.60680187
537862,0.36445996
537863,0.18804224
537864,0.3156928
537865,0.41448277
537866,0.30411547
537867,0.42044073
537868,0.45311782
537869,0.13951483
537870,0.5593429
537871,0.20876691
537872,0.45207977
537873,0.4288787
537874,0.47691137
537875,0.31702548
537876,0.3318548
537877,0.56691176
537878,0.3642283
537879,0.7097105
537880,0.4079253
537881,0.3173442
537882,0.49055967
537883,0.42865574
537884,0.1718947
537885,0.70296633
537886,0.304766
537887,0.32035753
537888,0.34597564
537889,0.25896
537890,0.55952173
537891,0.5930071
537892,0.23670618
537893,0.22134018
537894,0.751575
537895,0.18267968
537896,0.058624834
537897,0.39605832
537898,0.12308407
537899,0.39796722
537900,0.14784314
537901,0.30015945
537902,0.27107236
537903,0.45420286
537904,0.31412235
537905,0.30278736
537906,0.44135115
537907,0.22000113
537908,0.31915534
537909,0.2139748
537910,0.36266536
537911,0.5015072
537912,0.3535138
537913,0.21233842
537914,0.3222343
537915,0.58234566
537916,0.4994799
537917,0.49616295
537918,0.30500117
537919,0.22080606
537920,0.47353286
537921,0.45681453
537922,0.6101763
537923,0.31352466
537924,0.52200043
537925,0.31934416
537926,0.31120473
537927,0.4110338
537928,0.31244704
537929,0.32892588
537930,0.4369972
537931,0.3752849
537932,0.43679136
537933,0.35286802
537934,0.15812512
537935,0.0675939
537936,0.4667065
537937,0.35691366
537938,0.42517668
537939,0.30470732
537940,0.36887926
537941,0.33005682
537942,0.41352043
537943,0.44281298
537944,0.16735648
537945,0.52972275
537946,0.1219684
537947,0.5610994
537948,0.42292193
537949,0.3529523
537950,0.3518756
537951,0.36384875
537952,0.14717163
537953,0.40427145
537954,0.37731197
537955,0.49938446
537956,0.26091084
537957,0.27809724
537958,0.29227313
537959,0.123737514
537960,0.3197086
537961,0.44706467
537962,0.44848463
537963,0.14354603
537964,0.35572946
537965,0.8093492
537966,0.22393015
537967,0.1991824
537968,0.6339829
537969,0.37688586
537970,0.45209095
537971,0.6372846
537972,0.543643
537973,0.22711599
537974,0.40686533
537975,0.25014317
537976,0.32075268
537977,0.29353705
537978,0.2920035
537979,0.2927141
537980,0.17736931
537981,0.31515834
537982,0.45499945
537983,0.12648363
537984,0.5784489
537985,0.33210808
537986,0.16099165
537987,0.22308014
537988,0.38679832
537989,0.44072723
537990,0.03200531
537991,0.7340988
